ID,Tweet content,User,Urls list,Hyperlinks_exist,Media_exists,Hashtags list,@ list,ID,created_at,Compound,Subjectivity,Favorites_count,Retweet_count,Replies count,Classification,Sentiment
27,"Remember that #RahulGandhi told the US ambassador after the 26/11 Mumbai attacks that RSS and Hindus were the threat, not Lashkar-e-Taiba. 

He's been singing the Pakistan tune for a long time. His positions are identical to ISI's. https://t.co/J8LWEZjwjw",sankrant,https://twitter.com/gops33/status/1512769439543955460,yes,no,RahulGandhi,,1.51280180668622e+18,2022-04-09 14:37:11+00:00,-0.743,0.4,428,166,13,Information,negative
28,"There is no relevance of Constitution without institutions.
Today, all institutions are in the hands of RSS. 
- Shri #RahulGandhi https://t.co/XZFMIBH4iW",VamsiChandReddy,,no,yes,RahulGandhi,,1.51268654195232e+18,2022-04-09 06:59:10+00:00,-0.296,0.0,325,88,10,Information,neutral
29,"""Shri #RahulGandhi should takeover as the President of #Congress Party.""
- Shri @SharadYadavMP https://t.co/cHOaoQTbNH",VamsiChandReddy,,no,yes,RahulGandhi Congress,SharadYadavMP,1.51242489029646e+18,2022-04-08 13:39:27+00:00,0.4019,0.0,624,110,21,Information,positive
30,Congress Leader Shri #RahulGandhi  ji pays tribute to the Baba Saheb Ambedkar ji during book launch ceremony The Dalit Truth by National Co ordinator #KRajuINC in New Delhi. https://t.co/mrOG1MC1Cf,TNCCMinority,,no,yes,RahulGandhi KRajuINC,,1.51270861178052e+18,2022-04-09 08:26:52+00:00,0.3182,0.454545454545455,244,39,5,Information,neutral
31,"""I was born in Power but have no love for power, while some politicians think about it day and night."" - Rahul Gandhi

#RahulGandhi
https://t.co/fzQmxj5yhv",shaminaaaa,,no,yes,RahulGandhi,,1.51273222841699e+18,2022-04-09 10:00:43+00:00,-0.6759,0.6,202,38,40,Information,negative
32,"See the Wikileaks expose on what #RahulGandhi said to the US ambassador:

https://t.co/bZlHHSktLq",sankrant,https://sankrant.org/2014/03/nsa-surveillance-of-bjp-is-rahul-gandhi-to-blame/,yes,no,RahulGandhi,,1.51280229551978e+18,2022-04-09 14:39:08+00:00,-0.1531,0.0,102,49,1,Information,neutral
33,"Former #Congress chief #RahulGandhi said that the party had approached Bahujan Samajwadi Party (#BSP) supremo #Mayawati for an alliance ahead of the assembly elections in #UttarPradesh &amp; offered her the CM’s post, but she did not respond

Full story - https://t.co/BJ33xhKKFF https://t.co/PbiQwRWppc",htTweets,https://bit.ly/3O1ZtL5,yes,yes,Congress RahulGandhi BSP Mayawati UttarPradesh,,1.51274444582516e+18,2022-04-09 10:49:15+00:00,0.5647,0.275,246,32,51,Information,positive
34,"Had this been BJP ruled State,all hell would have broken loose,but since #KarauliRiots happened in Rajasthan,look at the stone deaf silence from #RahulGandhi

Addnl DG Crime,Rajasthan Police says-""Samajhiye,Matloob Ahmed Ek Councillor Hain""

#Matloob,btw,is prime accused &amp;missing https://t.co/DTBLXqoLbC",Sanju_Verma_,https://twitter.com/TimesNow/status/1512390175715901441,yes,no,KarauliRiots RahulGandhi Matloob,,1.51239640385889e+18,2022-04-08 11:46:16+00:00,-0.872,0.4,44,23,7,Misinformation,negative
35,"#7YearsOfPMMY is a landmark movement as #MudraYojana is about empowering non corporate non farm,micro enterprises &amp;changing India from economy of job seekers,to one of job creators

#RahulGandhi&amp;Co keep accusing @narendramodi govt of favouring big corporates,which is pure hogwash https://t.co/9nx65KTUZz",Sanju_Verma_,,no,yes,7YearsOfPMMY MudraYojana RahulGandhi,narendramodi,1.5123707534251e+18,2022-04-08 10:04:20+00:00,0.2263,0.2,39,16,2,Information,neutral
36,Former #Congress president #RahulGandhi will release a book titled 'The Dalit Truth: The battles for realizing #Ambedkar’s vision' on Saturday in #NewDelhi https://t.co/NZ4IAK6xbG,NH_India,https://www.nationalheraldindia.com/india/rahul-gandhi-to-release-book-on-ambedkar-tomorrow,yes,no,Congress RahulGandhi Ambedkar NewDelhi,,1.51238719759648e+18,2022-04-08 11:09:41+00:00,0.1779,0.0,40,26,0,Information,neutral
37,"Politicians (even opponents) discuss many things behind closed doors / curtains. Modi meets several Opposition leaders in private. But, disclosing the exchanges later to the public is a sign of immaturity and breach of confidence. #RahulGandhi  https://t.co/bcnITSxlzL",SandipGhose,https://timesofindia.indiatimes.com/india/mayawati-didnt-react-to-cm-face-offer-for-fear-of-cbi-ed-rahul-gandhi/articleshow/90753506.cms,yes,no,RahulGandhi,,1.51296605242644e+18,2022-04-10 01:29:51+00:00,0.6652,0.248809523809524,117,30,10,Information,positive
38,"So, “divide and conquer” is the new mantra? The climate in Delhi is becoming too hot in more senses than one. But, usually these foreign outings are followed by some fireworks at home. So, let’s wait for the fun and games in June 😀 #RahulGandhi #PriyankaGandhi https://t.co/DBn8i0MmU3",SandipGhose,https://twitter.com/indiatoday/status/1512719808038838283,yes,no,RahulGandhi PriyankaGandhi,,1.5127392470521e+18,2022-04-09 10:28:36+00:00,0.8271,0.461363636363636,67,19,3,Misinformation,positive
39,"Old habit of Rahul Gandhi to blame BJP, PM Modi, RSS: Gaurav Bhatia

Read @ANI Story | https://t.co/cTEt6Yxdvr
#RahulGandhi #PMModi https://t.co/YlnDIw1q8A",ani_digital,https://aninews.in/news/national/general-news/old-habit-of-rahul-gandhi-to-blame-bjp-pm-modi-rss-gaurav-bhatia20220409200241/,yes,yes,RahulGandhi PMModi,ANI,1.51280429026788e+18,2022-04-09 14:47:04+00:00,-0.34,0.2,391,38,12,Information,negative
40,What truth is you are talking about #RahulGandhi?? You yourself need to learn alot of facts about India first. https://t.co/UOzRNGbto5,vaibhavpawarmp,https://twitter.com/Tejasvi_Surya/status/1512584313371389955,yes,no,RahulGandhi,,1.51275165876096e+18,2022-04-09 11:17:55+00:00,0.3939,0.333333333333333,43,15,0,Information,positive
41,"Hindu nationalist violence in India against religious minorities -- much of it state-sponsored -- is the most important news story in India right now.

This matters a lot for those in the US too, and here's some reasons why.

https://t.co/iDSmj9Z4VI #Hindutva #BJP #Modi #violence",AudreyTruschke,https://thewire.in/communalism/madhya-pradesh-khargone-ram-navami-muslims,yes,no,Hindutva BJP Modi violence,,1.51458602502008e+18,2022-04-14 12:47:02+00:00,-0.7895,0.497142857142857,425,228,1,Misinformation,negative
42,"Recently, #BJP leader @me_locket has conducted lottery for admission to Bandel Kendriya Vidyalaya through her MP quota at a local @BJP4Bengal party office. I strongly condemn such blatant politicisation of education by @BJP4India.

https://t.co/LtfPM3jIcS",TrinankurWBTMCP,https://zeenews.india.com/bengali/state/kendriya-vidyalaya-admission-lottery-in-bjp-party-office-in-hooghly-chinsurah_428183.html,yes,no,BJP,me_locket BJP4Bengal BJP4India,1.51455192506432e+18,2022-04-14 10:31:32+00:00,0.296,0.396666666666667,128,88,13,Information,neutral
43,"SENA MP RAUT QUESTIONS JUDICIAL SYSTEM
#ShivSena MP @rautsanjay61 has questioned the judiciary over favouring the #BJP after bail was granted to @KiritSomaiya in the INS Vikrant funding case. @awasthiabhi11 reports. https://t.co/Ab2dF9h0km",MirrorNow,,no,yes,ShivSena BJP,rautsanjay61 KiritSomaiya awasthiabhi11,1.51446898930865e+18,2022-04-14 05:01:59+00:00,0.4404,0.0,308,116,74,Information,positive
44,"Uttar Pradesh: Muslim cleric asks minority community to drop anti-BJP tag

Read @ANI Story | https://t.co/f8M3QgeeEv
#UttarPradesh #BJP https://t.co/pSk8XCwXer",ani_digital,https://www.aninews.in/news/national/politics/uttar-pradesh-muslim-cleric-asks-minority-community-to-drop-anti-bjp-tag20220414113220/,yes,yes,UttarPradesh BJP,ANI,1.51449031309593e+18,2022-04-14 06:26:43+00:00,-0.2732,0.0,345,29,18,Information,neutral
45,"#AajKiBaat | Hindu residents fleeing Muslim localities in Khargone, MP, after communal violence

#KhargoneViolence #MP #KhargoneRiot #BJP https://t.co/Y00Sx2tHGB",indiatvnews,,no,yes,AajKiBaat KhargoneViolence MP KhargoneRiot BJP,,1.51427837112316e+18,2022-04-13 16:24:32+00:00,-0.6249,0.0,96,57,14,Information,negative
46,Warm Birthday Greetings to #RockStar #BJP Home Minister of Madhya Pradesh Shri.@drnarottammisra ! https://t.co/u2xkpKGnkJ,SuryahSG,,no,yes,RockStar BJP,drnarottammisra,1.51481826213084e+18,2022-04-15 04:09:52+00:00,0.6114,0.6,280,31,9,Information,positive
47,"DH Speak Out |

#MohanBhagwat #RSS #AkhandBharat #BJP #DHSpeakOut #DeccanHerald #RSSChief @DrMohanBhagwat https://t.co/Mer2M7xoNN",DeccanHerald,,no,yes,MohanBhagwat RSS AkhandBharat BJP DHSpeakOut DeccanHerald RSSChief,DrMohanBhagwat,1.51481579529702e+18,2022-04-15 04:00:04+00:00,0.0,0.0,103,20,0,Information,neutral
48,"BJP Govt does not calculate electoral benefits before public welfare: Piyush Goyal

Read @ANI Story | https://t.co/zyCxPfyA63
#BJP #publicwelfare #PiyushGoyal https://t.co/ZxaHnjN3Lr",ani_digital,https://www.aninews.in/news/national/politics/bjp-govt-does-not-calculate-electoral-benefits-before-public-welfare-piyush-goyal20220413225503/,yes,yes,BJP publicwelfare PiyushGoyal,ANI,1.51433964901541e+18,2022-04-13 20:28:02+00:00,-0.2924,0.066666666666667,101,20,21,Information,neutral
49,"So, what can those of us abroad (i.e., not in India) do about rising Hindu nationalist violence in India, some of it state-sponsored?

Learn about it.
Talk about it.
Criticize it.

#Hindutva #Hindunationalism #BJP #Modi #violence #religiousfreedom #India",AudreyTruschke,,no,no,Hindutva Hindunationalism BJP Modi violence religiousfreedom India,,1.51459158752701e+18,2022-04-14 13:09:08+00:00,-0.8957,0.0,105,44,0,Misinformation,negative
50,"#Delhi | Indian Youth Congress staged a protest outside Union Home Minister Amit Shah's residence against #Karnataka #BJP Minister #KSEshwarappa over his alleged involvement in the death case of Contractor Santosh Patil. 
@IYC #TV9News https://t.co/McvS5odjXn",tv9gujarati,,no,yes,Delhi Karnataka BJP KSEshwarappa TV9News,IYC,1.51421201728002e+18,2022-04-13 12:00:52+00:00,-0.7096,0.075,246,83,2,Information,negative
51,"Social media handles campaigning against #MaritalRape law troll #women activists, journalists; call for dramatic #MarriageStrike by men. Many are @BJP4India supporters, #BJP leaders follow some of these accounts, finds @Samriddhi0809  

https://t.co/iSOMtM93sS",Article14live,https://article-14.com/post/inside-the-online-ecosystem-of-misogyny-that-campaigns-against-a-law-to-punish-men-for-raping-their-wives--6258d75247824,yes,no,MaritalRape women MarriageStrike BJP,BJP4India Samriddhi0809,1.51484547433071e+18,2022-04-15 05:58:00+00:00,0.4404,0.388888888888889,21,12,0,Information,positive
52,"Within a year of CM #BasavarajBommai's term, #Karnataka has seen a spike in communal incidents. Is #BJP favouring communal politics over caste politics... at least for the upcoming elections? 

A Narayana and @GauthamMachaiah share their inputs. https://t.co/ut4jcX0hfc",DeccanHerald,,no,yes,BasavarajBommai Karnataka BJP,GauthamMachaiah,1.51489561115768e+18,2022-04-15 09:17:13+00:00,0.5423,0.4,12,10,1,Information,positive
53,"Rohit Koshur (@RohitInExile) has just been released by the @PuneCityPolice .
#BJP is always with you, we are at your service, and will continue to raise our voices and act against every injustice. 
Honored to be mentored by a dynamic &amp; proactive leader like @Dev_Fadnavis  ji. https://t.co/cd1tMJpUZH",SidShirole,,no,yes,BJP,RohitInExile PuneCityPolice Dev_Fadnavis,1.51207587829738e+18,2022-04-07 14:32:37+00:00,0.7906,0.166666666666667,1136,266,26,Misinformation,positive
54,"Rupa Ganguly gives a wake-up call to the people of West Bengal over the Nadia rape case, asks ‘how can this go on?’

#BJP #WestBengal #NadiaRapeCase 
https://t.co/7WtgPjvWrh",eOrganiser,https://organiser.org/2022/04/13/76369/bharat/rupa-ganguly-gives-a-wake-up-call-to-the-people-of-west-bengal-over-the-nadia-rape-case-asks-how-can-this-go-on/,yes,no,BJP WestBengal NadiaRapeCase,,1.51422754160706e+18,2022-04-13 13:02:33+00:00,-0.6908,0.0,37,24,0,Information,negative
55,"Glimpses of #SthapnaDiwas celebrations in Mumbai yesterday, as we all joined with @BJP4Mumbai karyakartas with @MPLodha ji, @AshishShelar, Kalidas Kolambkar ji, @NiteshNRane, @CaptTamilSelvan &amp; other leaders.
#BJPFoundationDay #BJP #Maharashtra #Mumbai #family https://t.co/VSkblsrU9r",Dev_Fadnavis,,no,yes,SthapnaDiwas BJPFoundationDay BJP Maharashtra Mumbai family,BJP4Mumbai MPLodha ashishshelar NiteshNRane CaptTamilSelvan,1.51207913045132e+18,2022-04-07 14:45:32+00:00,0.0,0.375,1371,293,83,Information,neutral
56,"Politics is strange.
This is @RSSorg holding a morning shakha in Delhi on #AmbedkarJayanti 
And here's a quote from Dr #Ambedkar :
""Though I was born a Hindu, I solemnly assure you that I will not die as a Hindu.”
This is co-option and appropriation at work. 
#RSS https://t.co/M4Xc1tFe35",madversity,,no,yes,AmbedkarJayanti Ambedkar RSS,RSSorg,1.51452913883241e+18,2022-04-14 09:00:59+00:00,0.6753,0.15,53,13,14,Information,positive
57,"RSS doesn't discriminate, Gadkari once told Ratan Tata at hospital inauguration

Read @ANI Story | https://t.co/Ln1C43Y21v
#RSS #RatanTata #NitinGadkari https://t.co/pVByLNgEgj",ani_digital,https://www.aninews.in/news/national/general-news/rss-doesnt-discriminate-gadkari-once-told-ratan-tata-at-hospital-inauguration20220415010425/,yes,yes,RSS RatanTata NitinGadkari,ANI,1.51469404045301e+18,2022-04-14 19:56:15+00:00,0.0,0.0,258,23,9,Information,neutral
58,"DH Speak Out |

#MohanBhagwat #RSS #AkhandBharat #BJP #DHSpeakOut #DeccanHerald #RSSChief @DrMohanBhagwat https://t.co/Mer2M7xoNN",DeccanHerald,,no,yes,MohanBhagwat RSS AkhandBharat BJP DHSpeakOut DeccanHerald RSSChief,DrMohanBhagwat,1.51481579529702e+18,2022-04-15 04:00:04+00:00,0.0,0.0,104,20,0,Information,neutral
59,"#Opinion | ""The 'Dindi Satyagraha' was Hedgewar’s greatest success before establishing the #RSS. On a few occasions, he played drums himself outside mosques when professional drumbeaters demurred because of security risks,"" writes @NilanjanUdwin.
https://t.co/B2Q6KX6pFv",TheQuint,https://www.thequint.com/voices/opinion/ram-navami-clashes-rss-the-century-old-history-of-violent-processions,yes,no,Opinion RSS,NilanjanUdwin,1.51489803609425e+18,2022-04-15 09:26:51+00:00,0.891,0.25,9,5,1,Misinformation,positive
60,"BJP is doing Institutional capture in India. Modi is doing it with the help of RSS: Congress MP @manickamtagore

#RSS #Politics #ReporterDiary

(@Supriya23bh) https://t.co/yLAlYxIj0r",IndiaToday,,no,yes,RSS Politics ReporterDiary,manickamtagore Supriya23bh,1.51275449743691e+18,2022-04-09 11:29:12+00:00,0.4019,0.0,155,26,7,Information,positive
61,"From ATX to Dallas, I’m grinding! I was elated to jump off my flight and have a moment out to support our @DallasWings! I’m looking forward to the season! #congress https://t.co/10X4RHu0UA",JasmineForUS,,no,yes,congress,DallasWings,1.51479173999897e+18,2022-04-15 02:24:28+00:00,0.8306,0.0,58,11,1,Misinformation,positive
62,"Youth #Congress protests outside #AmitShah's Delhi residence, seeks #Eshwarappa's sacking

https://t.co/lBaGdhIGLI",ZeeNewsEnglish,https://zeenews.india.com/india/karnataka-contractor-death-youth-congress-protests-outside-amit-shahs-delhi-residence-seeks-eshwarappas-sacking-2453380.html,yes,no,Congress AmitShah Eshwarappa,,1.51420802501111e+18,2022-04-13 11:45:00+00:00,-0.2263,0.05,195,85,1,Information,neutral
63,"#AajKiBaat | Fresh videos show, riots using petrol bombs were pre-planned in Khargone, MP, Hindu homes were targeted by mobs

#KhargoneRiot #KhargoneUnseenVideos #MP #Congress https://t.co/dQDLpg2CkU",indiatvnews,,no,yes,AajKiBaat KhargoneRiot KhargoneUnseenVideos MP Congress,,1.51465668078486e+18,2022-04-14 17:27:48+00:00,-0.25,0.5,7,10,1,Information,neutral
64,"Congress demands Eshwarappa's arrest over K'taka contractor death, demands FIR to be lodged on corruption charges

Read @ANI Story | https://t.co/JYYa9sO53B
#KarnatakaContractorDeath #Congress #Eshwarappa https://t.co/aaA0rQTTLf",ani_digital,https://www.aninews.in/news/national/general-news/congress-demands-eshwarappas-arrest-over-ktaka-contractor-death-demands-fir-to-be-lodged-on-corruption-charges20220415070927/,yes,yes,KarnatakaContractorDeath Congress Eshwarappa,ANI,1.5148003634212e+18,2022-04-15 02:58:44+00:00,-0.8126,0.0,80,9,6,Misinformation,negative
65,"AAP Gujarat chief invites Hardik Patel to join party amid rumours of infighting in state Congress unit

Read @ANI Story | https://t.co/I1eG1HN7M4
#AAP #HardikPatel #Congress #GujaratPolitics https://t.co/eSx3xTTqfA",ani_digital,https://aninews.in/news/national/politics/aap-gujarat-chief-invites-hardik-patel-to-join-party-amid-rumours-of-infighting-in-state-congress-unit20220415140035/,yes,yes,AAP HardikPatel Congress GujaratPolitics,ANI,1.51488468596467e+18,2022-04-15 08:33:48+00:00,0.5994,0.0,82,9,5,Information,positive
66,"In #Karauli Cauldron: Radicalised Muslims positioned atop buildings attacked Hindus undertaking a shobhayatra to celebrate Hindu Nav Varsh, leaving scores injured. The pre-planned attack was orchestrated by #Congress leaders with support of Islamists https://t.co/XziNhKrLHW",SikkaYatharth,https://organiser.org/2022/04/08/75587/bharat/in-karauli-cauldron/,yes,no,Karauli Congress,,1.51237091548024e+18,2022-04-08 10:04:59+00:00,-0.34,0.0,1497,852,23,Information,negative
67,Housing Project of 4000 homes for poor now converted as dumping yard in Huzurnagar A/C of #Telangana. It is a project where in at least ₹150 crores of public money was spent in 2009! Both #Congress(I) and #TRS are responsible for this mess. Is it not time to dump these parties? https://t.co/SeteLtLQ7X,RSPraveenSwaero,,no,yes,Telangana Congress TRS,,1.51376240569182e+18,2022-04-12 06:14:16+00:00,-0.2519,0.315277777777778,1182,389,42,Information,neutral
68,"Punjab Cong chief assures fixing of party's internal conflicts

Read @ANI Story | https://t.co/5MQfmNN5n9
#Punjab #Congress https://t.co/uHHweiGd17",ani_digital,https://aninews.in/news/national/general-news/punjab-cong-chief-assures-fixing-of-partys-internal-conflicts20220415134049/,yes,yes,Punjab Congress,ANI,1.51488499101639e+18,2022-04-15 08:35:01+00:00,-0.0772,0.0,43,5,1,Information,neutral
69,SAFE Banking Act needed to protect cannabis workers #USA #business #industry #workers #jobs #bank #banking #money #congress https://t.co/P3x7PMoCID https://t.co/LRtF3929hZ,CannabisCulture,https://bit.ly/3jBI0eG,yes,yes,USA business industry workers jobs bank banking money congress,,1.51477241254545e+18,2022-04-15 01:07:40+00:00,0.7378,0.5,30,7,0,Information,positive
70,Clash between #Congress and #BJP workers during protest against #Eeshwarappa in #Shivamogga #Karnataka. The incident took place when the Congress workers were moving towards the BJP Office to gherao Minister KS Eshwarappa. https://t.co/Y852ehvNHM,KeypadGuerilla,,no,yes,Congress BJP Eeshwarappa Shivamogga Karnataka,,1.51417699141868e+18,2022-04-13 09:41:41+00:00,-0.25,0.0,73,32,2,Information,neutral
71,"Simple words,plain speak, uttered with utmost honesty. 
Sad part is,truth hurts,lies, sycophancy &amp; sweet-sugar talk pleases,even if it emerges from mouths of terrorists, Jihadis &amp; godi media.
#TheKashmirFiles will stay etched on mind screens of everyone.
#Congress shall suffer. https://t.co/sKklUQDfu8",sikka_harinder,https://twitter.com/vivekagnihotri/status/1513025792476790786,yes,no,TheKashmirFiles Congress,,1.51302992091345e+18,2022-04-10 05:43:38+00:00,-0.8176,0.678571428571429,343,84,3,Misinformation,negative
72,"I am proud of @nsui, the organisation which groomed me as a leader. Congratulations and best wishes to the entire #NSUI family on the 52nd #NSUIFoundationDay

ఎన్.ఎస్.యు.ఐ ఆవిర్భావ దినోత్సవ శుభాకాంక్షలు.

📸: #Congress President Smt. #SoniaGandhi at NSUI Drishticon, 2006. https://t.co/p0LMjLQ4lj",VamsiChandReddy,,no,yes,NSUI NSUIFoundationDay Congress SoniaGandhi,nsui,1.51264403878853e+18,2022-04-09 04:10:17+00:00,0.9153,0.641666666666667,454,119,7,Misinformation,positive
73,"""Shri #RahulGandhi should takeover as the President of #Congress Party.""
- Shri @SharadYadavMP https://t.co/cHOaoQTbNH",VamsiChandReddy,,no,yes,RahulGandhi Congress,SharadYadavMP,1.51242489029646e+18,2022-04-08 13:39:27+00:00,0.4019,0.0,624,110,21,Information,positive
74,"Union Minister for Women and Child Development Minister, #SmritiIrani blamed the rising #fuel prices on free vaccines, ration and the poor in India, a #Congress leader has said.
https://t.co/hnxZTT5iQC",the_hindu,https://trib.al/FGLimrJ,yes,no,SmritiIrani fuel Congress,,1.51316241352433e+18,2022-04-10 14:30:07+00:00,-0.4404,0.7,345,75,46,Information,negative
75,"Karnataka Youth Congress protested against Home Minister Araga Jnanendra today in Bangalore. Youth congress president Nalapad asked for workers to file complaint against home minister in all districts

#Bengaluru #Congress #BJP #ReporterDiary | (@nagarjund) https://t.co/VU1raa6DCp",IndiaToday,,no,yes,Bengaluru Congress BJP ReporterDiary,nagarjund,1.51205330498495e+18,2022-04-07 13:02:55+00:00,-0.4019,0.2,122,36,2,Information,negative
76,"#Mumbai: #AAP celebrates #AmbedkarJayanti ; leadership visits #Chaityabhoomi to pay respects

#Ambedkar #AmbedkarJayanti2022 

@AAPMumbai @rubenmasc 

https://t.co/tSpk4Sw9fY 

 To get epaper daily on your whatsapp click here: 
 https://t.co/Y9UVm2tymp",fpjindia,https://freepressjournal.in/mumbai/mumbai-aap-celebrates-ambedkar-jayanti-leadership-visits-chaityabhoomi-to-pay-respects https://whatsapp.freepressjournal.in,yes,no,Mumbai AAP AmbedkarJayanti Chaityabhoomi Ambedkar AmbedkarJayanti2022,AAPMumbai rubenmasc,1.51459139166544e+18,2022-04-14 13:08:22+00:00,0.6808,0.0,32,17,0,Information,positive
77,So the fake claims of “being a common man” of #AAP are getting clear…on one hand they’re running to Central Government to seek financial help and on the other planning huge spending on personal ease of their ministers ?? https://t.co/P1yTq7gVOO,DrRajKumarINC,,no,yes,AAP,,1.51453647415031e+18,2022-04-14 09:30:08+00:00,0.7705,0.475,53,22,3,Misinformation,positive
78,"AAP Gujarat chief invites Hardik Patel to join party amid rumours of infighting in state Congress unit

Read @ANI Story | https://t.co/I1eG1HN7M4
#AAP #HardikPatel #Congress #GujaratPolitics https://t.co/eSx3xTTqfA",ani_digital,https://aninews.in/news/national/politics/aap-gujarat-chief-invites-hardik-patel-to-join-party-amid-rumours-of-infighting-in-state-congress-unit20220415140035/,yes,yes,AAP HardikPatel Congress GujaratPolitics,ANI,1.51488468596467e+18,2022-04-15 08:33:48+00:00,0.5994,0.0,82,9,5,Information,positive
79,"Education Minister #ManishSisodia said that action will be taken against private schools who increase fees without government’s permission. He said that after the #AAP government came to power in 2015, it did not allow private schools to increase fees.
https://t.co/cAX58sdBvi",the_hindu,https://trib.al/Gzy5jLZ,yes,no,ManishSisodia AAP,,1.51477811720995e+18,2022-04-15 01:30:21+00:00,0.4468,0.283333333333333,110,8,10,Information,positive
80,"Reality Of Arvind Kejriwal’s AAP Model!

824 out of 1027 schools in Delhi do not have a headmaster, NCPCR seeks explanation. 

#Delhi #School #AAP #ArvindKejriwal https://t.co/QmVOzxm5Pb",eOrganiser,,no,yes,Delhi School AAP ArvindKejriwal,,1.51415137404887e+18,2022-04-13 07:59:53+00:00,0.0,0.0,106,45,2,Information,neutral
81,#Gujarat #AAP demands resignation of education minister #JituVaghani after paper leaks #TV9News https://t.co/o0J4rCCgQc,tv9gujarati,,no,yes,Gujarat AAP JituVaghani TV9News,,1.51321422569436e+18,2022-04-10 17:56:00+00:00,-0.296,0.0,264,121,4,Information,neutral
82,#BJP unable to provide quality education despite 27 years of power in #Gujarat: #AAP leader @isudan_gadhvi #TV9News https://t.co/PbaLUADRfN,tv9gujarati,,no,yes,BJP Gujarat AAP TV9News,isudan_gadhvi,1.51206324653435e+18,2022-04-07 13:42:25+00:00,0.0,0.5,306,140,14,Information,neutral
83,"Kejriwal misuses his power, we will meet home minister, Delhi Police commissioner: Parvesh Verma on FIR against BJP leaders in Punjab

Read @ANI Story | https://t.co/mml9NztNci
#BJP #AAP https://t.co/EJnAsr8hhJ",ani_digital,https://www.aninews.in/news/national/politics/kejriwal-misuses-his-power-we-will-meet-home-minister-delhi-police-commissioner-parvesh-verma-on-fir-against-bjp-leaders-in-punjab20220410230352/,yes,yes,BJP AAP,ANI,1.51321176622619e+18,2022-04-10 17:46:13+00:00,0.0,0.0,345,46,12,Information,neutral
84,"AAP West Bengal raised its voiced over corruption in the rural development of the West Bengal government in state project ‘Karmatirtha. 
https://t.co/GTaISYcOqv
#Westbengal #AAP #AAPinBengal",AamAadmiPartyWB,https://pipanews.com/aam-admi-party-to-campaign-against-west-bengal-government/,yes,no,Westbengal AAP AAPinBengal,,1.51412764657318e+18,2022-04-13 06:25:36+00:00,0.0,0.0,48,32,6,Information,neutral
85,"#Watch | @AAPMaharashtra organised massive protest against fuel/LPG price hike; Hundreds of @AamAadmiParty Volunteers occupy #CST junction in #Mumbai 

#AAP #AAPMaharashtra #AamAadmiParty #Protest #FuelPriceHike #LPG #Protest #Viral #Massive #MumbaiPolice #PetrolDieselPriceHike https://t.co/zZTEAiweRW",fpjindia,,no,yes,Watch CST Mumbai AAP AAPMaharashtra AamAadmiParty Protest FuelPriceHike LPG Protest Viral Massive MumbaiPolice PetrolDieselPriceHike,AAPMaharashtra AamAadmiParty,1.51200660012678e+18,2022-04-07 09:57:19+00:00,-0.6124,1.0,98,49,1,Information,negative
86,"Launching an attack on the #AAP, the Opposition parties in #Punjab including the #Congress, the Shiromani Akali Dal, the BJP and the Punjab Lok Congress accused Delhi CM Arvind Kejriwal of running Punjab by “remote control”.
https://t.co/6woFfq7XMI",the_hindu,https://trib.al/ROtwiXb,yes,no,AAP Punjab Congress,,1.51392496803108e+18,2022-04-12 17:00:14+00:00,-0.3818,0.2,266,24,16,Information,negative
87,"L-G VS CM IN DELHI

""Democracy depends on various pillars, one is bureaucracy,""

@vinitgoenka, #BJP spokesperson said on the amendments to GNCTD Act which have been challenged by #AAP in SC. https://t.co/MadffuQrFi",MirrorNow,,no,yes,BJP AAP,vinitgoenka,1.51388094846256e+18,2022-04-12 14:05:19+00:00,-0.1027,0.5,37,29,7,Information,neutral
88,"Days after #ArvindKejriwal claimed massive support for #AAP in #Himachal, Anoop Kesari, his party’s state president, Satish Thakur, general secretary (Org) and Una president Iqbal Singh, joined the #BJP. https://t.co/jrpdBrubXN",rohit_chahal,,no,yes,ArvindKejriwal AAP Himachal BJP,,1.5126694505871e+18,2022-04-09 05:51:15+00:00,0.4019,0.75,154,32,3,Information,positive
89,"AAP PROTESTS OVER FUEL HIKE

#AAP supporters protest in #Kolkata against the Modi Government over rising #Petrol &amp; #Diesel prices.

#FuelPriceHike @AamAadmiParty https://t.co/2A5ib65vn3",MirrorNow,,no,yes,AAP Kolkata Petrol Diesel FuelPriceHike,AamAadmiParty,1.5131062926465e+18,2022-04-10 10:47:06+00:00,-0.186,0.0,64,34,0,Information,neutral
90,"#Babasaheb (#Ambedkar) talked about casteless society and we are working 2 achieve his vision. #AAP, while breaking the barriers of #caste, #creed #region, #religion, &amp; #language, wants to create a new vision. But we (#AamAadmiParty) will fight for the marginalised for their dues https://t.co/wftnviTH5j",nitinaayog,,no,yes,Babasaheb Ambedkar AAP caste creed region religion language AamAadmiParty,,1.51339343851065e+18,2022-04-11 05:48:07+00:00,-0.2144,0.277272727272727,67,21,4,Information,neutral
91,The truth of #Kejriwal Model gets clearer by the day! https://t.co/dm3KtdCBuU,devendrayadvinc,,no,yes,Kejriwal,,1.51484506547403e+18,2022-04-15 05:56:22+00:00,0.3802,0.0,39,18,0,Information,positive
